id,company_name,ceo_name,biz_type,biz_number,address,address_detail,phone,biz_category,biz_item,latitude,longitude
63cc31b8-542c-4d2a-a87b-7eb67ac9cf7d,(주)국제시티,김일주,법인,852-88-01510,경기 성남시 중원구 둔촌대로 388 (상대원동,"13403 경기 성남시 중원구 둔촌대로 388 (크란츠 테크노) 7층 718호 (상대원동, 크란츠테크노)",010-4117-4338,건 설 업,시설물 유지관리 공사업,37.4326369,127.1591639
7b6ab223-d9a1-4f0d-9a49-b5ffec9a66d6,(주)그랑팩토리,신민혁,법인,844-86-01970,경기 용인시 처인구 양지읍 남평로 184,17162 경기 용인시 처인구 양지읍 남평로 184,010-9021-9421,"건설업,운수및창고업","도배,실내장식 및 내장 목공사업, 늘찬 배달업",37.2287581,127.3021736
596e8694-8542-4147-abfa-78b23c94af52,(주)그랑팩토리DH001,신민혁,법인,844-86-01970,경기 성남시 중원구 금광로 72 (금광동,"13195 경기 성남시 중원구 금광로 72 507동 106호 (금광동,e편한세상금빛그랑메종)",010-9021-9421,건 설 업,"도배, 실내 장식 및 내장 목공사업",37.4499412,127.1600106
c7eba4c3-2b6b-462a-88e6-0c53f443777d,(주)나길테크,강호성,법인,652-86-01503,경기 성남시 분당구 운중로 192,13467 경기 성남시 분당구 운중로 192 2층 206호,010-9873-1615,정보통신업,응용 소프트웨어 개발 및 공급업,37.3905626,127.0842929
569f8cbf-69f1-4200-9c92-1957a354d511,(주)늘채움,이배영,법인,227-88-01387,서울특별시 강서구 마곡중앙6로 21,"07801 서울특별시 강서구 마곡중앙6로 21 , 524호(마곡동, 이너매스마곡Ⅰ)",010-9173-3872,부동산업,부동산 투자 자문업,37.5608732,126.8296227
76d74c88-bca4-4fac-b6a5-9d6c70740079,(주)대아 에프엔 에스,문재현,법인,647-87-01148,경기 화성시 팔탄면 서해로987번길 5,18530 경기 화성시 팔탄면 서해로987번길 5 A동 2층 213호(지월리),010-9281-8730,도매 및 소매업,농산물 유통업,37.1497474,126.8915067
d721d35e-61b5-4e9d-93f1-41d86c2c440f,(주)대원,박교성,법인,543-87-02563,경기도 포천시 소흘읍 호국로 287번길 9-53,"11184 경기도 포천시 소흘읍 호국로 287번길 9-53, 15동2층 204-1호",010-5391-5141,건 설 업,시설물 유지관리 공사업,37.80068199999999,127.1242594
f0c56543-2668-434b-80e6-7ea6cd54e1ba,(주)더모어리치,최석환,법인,416-88-02332,경기도 오산시 오산로 160번길 11 (원동,"18143 경기도 오산시 오산로 160번길 11 502호 (원동, 원동프라자)",010-5642-1278,부동산업,경영자문,37.1414625,127.0699193
e02ca86b-63f6-4b86-af54-b2b2f63a2222,(주)더바른건설,김일중,법인,711-81-01942,경기도 성남시 분당구 백현로 97 (수내동,"13595 경기도 성남시 분당구 백현로 97 1213호 (수내동, 수내동 다운타운)",010-8795-3228,건설업,"마무리공사, 실내외인테리어",37.3768362,127.1113866
4dde1f38-249f-4fdd-a821-3d23dfc2f8f8,(주)더블유에스엔엠,정미희,법인,107-87-91410,서울특별시 서초구 방배로19길 63 (방배동,"06681 서울특별시 서초구 방배로19길 63 (방배동, 서동빌딩)",010-9855-1005,서비스/임대,웨딩홀공간연출/의자커버렌탈,37.4840932,126.9918466
16187a8c-0f0a-43ba-aaeb-6083568051dd,(주)더캠프,윤덕진,법인,215-87-87589,서울 송파구 송파대로28길 32 (가락동,"05718 서울 송파구 송파대로28길 32 801호 (가락동,올림피아오피스텔)",070-4943-0179,도매 및 상품중개업,컴퓨터 및 주변장치,37.4947289,127.1213108
0bb6e872-80bb-4f1f-9f61-104b59421ed6,(주)데일리엔케이,이광백,법인,101-86-15552,서울특별시 마포구 동교로 59,04018 서울특별시 마포구 동교로 59 2층 (망원동),02-732-6998,"출판, 영상, 방송통신 및 정보서비스업","뉴스 제공업, 데이터베이스 및 온라인정보 제공업,그외 기타 정보서비스업",37.5534699,126.9087684
12004f68-25ad-4588-8e80-485f82f03843,(주)두영코퍼레이션,민병덕,법인,144-81-15817,경기도 용인시 기흥구 신구로 52 (구갈동,"16971 경기도 용인시 기흥구 신구로 52 502호 (구갈동, 심구프라자)",031-703-3513,건 설 업,조경 건설업,37.2767019,127.1097256
f9cc0e0f-bb72-4561-8ece-0094f213c484,(주)디비에스컴퍼니,이승일,법인,748-81-02074,경기도 용인시 처인구 남사읍 통삼로355번길 37,17118 경기도 용인시 처인구 남사읍 통삼로355번길 37,010-4999-7656,건 설 업,건설시행및설계,37.1321049,127.1283938
282ccf62-32bf-4577-9862-a4747600918d,(주)디앤에이 메디칼,신승철,법인,130-88-01948,경기 화성시 동탄대로5길 9(송동,"18497 경기 화성시 동탄대로5길 9 201동 906호(송동, 더샵동탄센텀폴리스2단지)",031-202-8226,"도소매, 서비스","화장품, 판촉대행, 마케팅대행",37.1666393,127.1038634
6d9b5ad8-1181-49a7-ae01-f48faf4c3a99,(주)디에스이엔,김용운,법인,669-86-02548,경기 안산시 상록구 샘골로 136,15541 경기 안산시 상록구 샘골로 136 2층 204-1094호(본오동),010-9387-5731,도매 및 소매업,가전제품 및 부품 도매업,37.2958358,126.8633326
efb5b773-3eb3-4236-86c5-83e15b1a1f1a,(주)디자인리담,윤영철,법인,262-86-01601,서울특별시 서대문구 연희로 81-5 (연희동,"03708 서울특별시 서대문구 연희로 81-5 4층 03-04호 (연희동, 평화빌딩)",02-3144-7227,"전문, 과학 및 기술 서비스업",경영 컨설팅업,37.5656041,126.9294403
409891d6-032a-44ea-9413-4a28754de4a6,(주)루이프로덕션DH001,김사경,법인,627-86-02689,서울특별시구 왕십리로 83-21(성수동1가,"04769 서울특별시 성동구 왕십리로 83-21 비동 1602호(성수동1가, 아크로서울포레스트)",010-5767-2254,"협회 및 단체, 수리 및 기타 개인서비스",작가,37.538883,127.0483765
2924d930-37ac-4f57-8412-96508e293e2f,(주)리얼티명인 영월지점,황명호,법인,802-85-00757,강원도 영월군 영월읍 동강로 124-10,26223 강원도 영월군 영월읍 동강로 124-10,--,숙박 및 음식점업,"여관업, 기타 관광숙박시설 운영업, 기숙사 운영업, 그외 기타 숙박업",37.1932558,128.5029578
8293f0c3-2220-42ea-966c-8d5a9700b85b,(주)매일푸드,문미정,법인,849-86-03110,경기 성남시 중원구 마지로155번길 25,13406 경기 성남시 중원구 마지로155번길 25 1층,010-9083-4544,숙박 및 음식점업,도시락 배달,37.4276719,127.1491596
35431ba3-3e16-490d-966d-bd2102397a56,(주)모던시스템,이정삼,법인,513-81-92984,경기 광주시 초월읍 용수길 64-30,12733 경기 광주시 초월읍 용수길 64-30 제1동,010-7701-3631,제조업,금속주조업(방충망 및 창호제작),37.3862534,127.3053996
1550f55a-6eca-49e4-8d29-8efb01639749,(주)베가이앤씨,배용천,법인,134-86-81824,경기도 부천시 소사구 은성로 20-1,14758 경기도 부천시 소사구 은성로 20-1 1층(소사본동),010-5497-7529,도소매,전자상거래업,37.4750947,126.7928374
3bcd9037-2487-40cc-a694-39d005283240,(주)보머스디자인,정소이,법인,114-87-10623,서울특별시 서초구 사평대로 102(반포동,"06575 서울특별시 서초구 사평대로 102 4층(반포동, 대국빌딩)",02-3477-2812,서비스(전문/과학및기술)업,디스플레이디자인및컨설팅,37.498785,126.9957786
f898c6c1-62cf-4ca2-aab7-ae11d81a833c,(주)보머스디자인(지점 인시그니아),정소이,법인,284-85-02369,서울특별시 서초구 방배동 750-20,137060 서울특별시 서초구 방배동 750-20 인시그니아반포오피스텔 102동 1804호,--,부동산업,"비주거용 건물 임대업(점포, 자기땅)",37.4985274,126.9855474
c0e9dc7c-ee74-49af-8282-8a0db47b6140,(주)보머스디자인(지점 펜트힐B130),정소이,법인,482-85-02508,서울특별시 강남구 언주로 720B130호,06058 서울특별시 강남구 언주로 720 지1층 B130호(논현동),010-7764-4088,부동산업,"비주거용 건물 임대업(점포, 자기땅)",37.5055798,127.0414738
3155a709-54dd-42c7-b0f4-dc37d3248b0b,(주)보머스디자인(지점 펜트힐B226),정소이,법인,597-85-02488,서울특별시 강남구 언주로 720B226호,06058 서울특별시 강남구 언주로 720 지2층 B226호(논현동),02-3477-2812,부동산업,"비주거용 건물 임대업(점포, 자기땅)",37.5055798,127.0414738
af685a34-e7da-4040-9958-c4d24edc6f0c,(주)보머스디자인(지점),정소이,법인,570-85-01688,서울 강남구 논현동 28 28-2,06042 서울 강남구 논현동 28 28-2,031-783-8877,"비주거용 건물 임대업(점포, 자기땅)",부동산업,37.5151899,127.0275539
40d35171-05da-41cb-8267-0023e0752f17,(주)보머스디자인X(20년통합),정소이,법인,114-87-10623,서울특별시 서초구 사평대로 102,06575 서울특별시 서초구 사평대로 102,02-3477-2812,서비스(전문/과학및기술)업,디스플레이디자인및컨설팅,37.498785,126.9957786
022640fa-1a80-4c5e-9f41-02a9918a7d6a,(주)보머스디자인_,정소이,법인,114-87-10623,서울 서초구 사평대로 102 (반포동,"06575 서울 서초구 사평대로 102 (반포동,대국B/D)4층",02-3477-2812,서비스(전문/과학및기술)업,디스플레이디자인및컨설팅,37.498785,126.9957786
d5adcbff-b099-4d5a-9eb2-1ef0a091009f,(주)비밍,김도협,법인,740-81-02560,서울 영등포구 63로 40 (여의도동,"07345 서울 영등포구 63로 40 1007호 (여의도동,라이프오피스텔)",02-6012-7820,정보통신업,소프트웨어 플랫폼 개발 및 서비스업,37.5234314,126.9342505
7c7a6f01-662e-44f4-be4a-6c75832675bc,(주)비에프로지스,김명석,법인,376-86-01967,세종특별자치시 한누리대로 350 (어진동,"30121 세종특별자치시 한누리대로 350 6층 (어진동, 뱅크빌딩)",010-8715-0973,화물운송주선업,"화물 운송 중개, 대리 및 관련 서비스업",36.5013997,127.2638309
57dc8622-ef0b-416c-adb6-2e5e66927a00,(주)비엔아이아이,심성우,법인,129-86-57619,경기 성남시 분당구 정자일로156번길 12 (정자동,"13558 경기 성남시 분당구 정자일로156번길 12 3층 309호 (정자동,타임브릿지)",010-4242-5134,제조업,유선통신장치/무선통신방송및응용장치,37.3638525,127.1072361
b143c0da-bbbd-452f-a4d6-860adf105eec,(주)비엠에프,강부원,법인,891-81-01802,경기도 양주시 천보산로5번길 46,11464 경기도 양주시 천보산로5번길 46 (회암동),010-4690-3259,도매 및 소매업,전자상거래 소매업,37.8419342,127.0922875
6cc940b2-f14d-45fb-9a15-3cf1e125b6d0,(주)비지코퍼레이션,김소현,법인,825-87-00564,인천광역시 연수구 센트럴로 313 제 제씨,22006 인천광역시 연수구 센트럴로 313 제 19층 제씨 1915호 (송도동),010-9150-7831,건 설 업,조경 건설업,37.3999581,126.6388162
8a66bb25-5772-4a3f-9783-5070c58979fd,(주)빈센치오,이재희,법인,129-86-04543,경기도 광주시 고불로229번길 59,12782 경기도 광주시 고불로229번길 59 (태전동),031-797-2753,"제조업,도소매","양말,스타킹외",37.3953934,127.2081118
53d971e6-8a91-4fe5-9251-fa30434f8b19,(주)삼성피엘,정다일,법인,675-88-00743,서울 서초구 효령로53길 45(서초동,"06652 서울 서초구 효령로53길 45 201-40호(서초동,서초이오빌)",010-9080-8442,도소매,이동통신,37.4865561,127.0128914
00c4b77b-8d12-411f-a3ef-0c9d7060d664,(주)서울동물병원,장재호,법인,129-81-94910,경기도 성남시 중원구 희망로 442,13180 경기도 성남시 중원구 희망로 442 (금광동),031-741-8119,소매업(자동차제외)/수의업,애완용동물및관련용품,37.4444154,127.1577941
46b5549a-2380-4114-8b45-0fd261281816,(주)셀디자인,곽향선,법인,201-86-05000,서울특별시 도봉구 도봉로135길 75-3,01391 서울특별시 도봉구 도봉로135길 75-3 (쌍문동),010-3635-5672,도소매,화장품,37.6613085,127.0389199
7228a43d-ca07-411c-a9b1-4f2448d2d78f,(주)수다옐로우,이찬유,법인,151-86-00336,경기 광주시 회안대로 101-10,12798 경기 광주시 회안대로 101-10 (매산동),010-4135-8722,제조업,"인쇄물,판촉물",37.36386400000001,127.2431126
f2e38176-0785-450f-9243-329f17f439cd,(주)승국케미칼,이희재,법인,215-86-13891,경기도 성남시 분당구 서현로 204(서현동,"13591 경기도 성남시 분당구 서현로 204 921호(서현동, 엘지에클라트2)",031-706-1552,도매,윤활유,37.3856592,127.1342693
a5d5827c-ead7-4e87-981a-f82ffd42d73a,(주)신엔터테인먼트,히라야마모토카즈,법인,892-87-00434,서울 강남구 강남대로 584(논현동,"06043 서울 강남구 강남대로 584 6층 6115호(논현동,성일빌딩)",02-6925-5996,서비스,"연예매니지먼트/이벤트기획,제작,운영",37.5136787,127.0317124
b3f0db65-32d7-49fc-8aa3-5ba344a821f8,(주)씨씨저니코리아,탄웨이키안,법인,760-87-02697,서울특별시 서초구 강남대로 359 (서초동,"06621 서울특별시 서초구 강남대로 359 1208호 (서초동, 대우도씨에빛2)",010-5441-1196,도매 및 소매업,의복 액세서리 및 모조 장신구 도매업,37.4947834,127.0285982
0c6c041e-30fc-4231-8094-a6f4217815ce,(주)씨엔에스피셔리,백운상,법인,603-81-78077,서울특별시 양천구 월정로50길 12,07903 서울특별시 양천구 월정로50길 12 지하1층(신월동),010-4154-2151,도매,무역(수입업),37.5416719,126.8314582
d49af735-b3be-439e-9af1-496ed164a325,(주)씨엘에스컨설팅,"김규한,최유환",법인,119-86-23276,서울특별시 관악구 남부순환로 2054,08805 서울특별시 관악구 남부순환로 2054 광일빌딩 303호 (남현동),02-521-1216,서비스업,교육컨설팅외,37.4763204,126.9769405
3658bf97-47b5-4a53-862f-bd3de14b5321,(주)아리푸드,강희숙,법인,720-87-00522,전라남도 고흥군 동강면 동강중촌길 47-8,59502 전라남도 고흥군 동강면 동강중촌길 47-8,061-843-2220,제조업,과실및채소절임식품,34.781614,127.3293227
190fcb95-eb2b-43ab-8117-a0fdd7a91f41,(주)아신무역,조남철,법인,105-86-01138,서울특별시구 양재대로 1603(천호동,"05306 서울특별시 강동구 양재대로 1603 5층 503호(천호동, 약제빌딩)",010-5235-8989,부동산업,비주거용 건물 임대업,37.5488065,127.1433478
744d3311-d8da-4916-8998-39bafda55934,(주)아이커뮤니케이션즈,이종우,법인,117-81-78445,서울 금천구 범안로 1142(가산동,"08595 서울 금천구 범안로 1142 1222호(가산동,하우스디 더 스카이밸리 가산2차)",070-4821-2527,정보통신업,응용 소프트웨어 개발 및 공급업,37.4658639,126.8888755
52227ee9-f0b0-45a3-84a9-38dc8ac59dce,(주)아이탑이십일닷컴,전대길,법인,211-86-61047,경기도 성남시 중원구 사기막골로148번길 8 (상대원동,"13207 경기도 성남시 중원구 사기막골로148번길 8 1204호 (상대원동, 중앙이노테크)",010-3339-0937,정보통신업,방송 프로그램 제작업,37.4411097,127.1782389
19e06c2c-1b6b-4b29-89a7-cf876e448932,(주)아인웹탱,여해주,법인,376-87-03244,경기도 용인시 기흥구 죽전로 6(보정동,"16897 경기도 용인시 기흥구 죽전로 6 703-10호(보정동, 한솔프라자)",010-9725-7688,정보통신업,소프트웨어 개발,37.3202303,127.10939
2c688f8e-309a-4ea1-9165-e7bfb8f48860,(주)앰테크,EM PAUL,법인,291-86-01462,경기 이천시 대월면 군량리 59-2,17402 경기 이천시 대월면 군량리 59-2,010-7233-0080,도매,자동차부품,37.1800311,127.5083343
287b1600-afc4-4f52-86a2-93c8aa1cf765,(주)업스타트,이미진,법인,205-86-02835,경기도 성남시 분당구 대왕판교로 660(삼평동,"13494 경기도 성남시 분당구 대왕판교로 660 A동 7층 712호(삼평동, 유스페이스1)",010-9114-4490,"전문, 과학 및 기술 서비스업",경영 컨설팅업,37.3975108,127.1120412
2a3f9f06-0e81-4473-aa76-c4354478baa6,(주)에레니온,박해인,법인,264-81-26544,경기도 수원시 팔달구 향교로3번길 35-3,16455 경기도 수원시 팔달구 향교로3번길 35-3 4층(매산로1가),010-9038-5056,건설업,"도배, 실내 장식 및 내장 목공사업",37.2689742,127.0015149
422e6986-1fb2-41ee-b0d7-35bdba580641,(주)에이라인스포츠,"김민재,홍준현",법인,507-81-16905,경기 의왕시 오봉산단1로 12,16079 경기 의왕시 오봉산단1로 12 4층 416호 (이동),010-7338-1120,도매 및 소매업,"스포츠의류, 신발, 잡화",37.3332447,126.9581908
3ef8f194-a610-4d1e-85db-8e0341d91a02,(주)에이알엑스,정다일,법인,442-88-02874,서울 서초구 마방로6길 13 (양재동,"06776 서울 서초구 마방로6길 13 (양재동,범정빌딩)",010-9080-8442,도매 및 소매업,화장품 및 화장용품 도매업,37.4751692,127.0422496
3aba4074-40eb-4f00-8ec5-b69f4507fe5c,(주)에이유스포츠,이상인,법인,326-86-00885,경기 포천시 자작로6길 6,11158 경기 포천시 자작로6길 6 (자작동),010-6215-0258,제조업,스포츠용품,37.8738613,127.1670004
c8a26af1-b1ab-4862-bc67-2210b202ed91,(주)에이제이전자,임재혁,법인,143-86-01260,경기 시흥시 공단1대로 244(정왕동,"15103 경기 시흥시 공단1대로 244 22동 211호(정왕동,공구상가)",010-2759-0403,부동산업,비주거용 건물 임대업,37.3351753,126.7271732
068e42d1-ef9c-43a8-89f3-6b36596dae20,(주)에이제이홀딩스,이다니엘,법인,547-87-02416,경기도 용인시 수지구 현암로125번길 11 (죽전동,"16875 경기도 용인시 수지구 현암로125번길 11 714동 704호 (죽전동, 새터마을죽전힐스테이트)",010-3624-2700,"전문, 과학 및 기술 서비스업",경영 컨설팅업,37.3341211,127.1222006
cab662cf-4447-4f9d-8e1f-f9aff35f0e20,(주)에이치알파트너,한경용,법인,821-86-00871,경기도 구리시 갈매순환로 212,"11901 경기도 구리시 갈매순환로 212 , 502호(갈매동, 에이원프라자)",031-559-9014,부동산업,부동산 컨설팅,37.6380093,127.1210314
5880914d-3d75-4be4-91f1-f5522051a784,(주)에이치에스도시개발,조민지,법인,585-81-01381,부산 동래구 반송로 352 지하(명장동,"47766 부산 동래구 반송로 352 지하 105호(명장동,훈창빌딩)",010-5390-9790,건 설 업,주거용 건물 건설업,35.2100859,129.1051539
e2f3d06b-0c36-466e-98fd-d5c6c7777324,(주)에이치에스도시개발-21년수정,조민지,법인,585-81-01381,부산광역시 동래구 충렬대로410번길 70,"47894 부산광역시 동래구 충렬대로410번길 70 , 2층(안락동)",010-5390-9790,건 설 업,아파트 건설업,35.1938435,129.101635
8cab7839-a21b-4d52-b176-7900336dce02,(주)에이치에스디벨롭,이진규,법인,175-86-01985,경기 용인시 처인구 백암면 백암로 31-14,17180 경기 용인시 처인구 백암면 백암로 31-14 (백봉리),010-6479-1129,도매 및 소매업,"의류, 잡화",37.1512439,127.3842679
a48caf9b-0031-4c6b-b086-8c7db4bcf18f,(주)엠에이치개발,황명호,법인,814-87-00939,서울구 왕십리로 58(성수동1가,"04778 서울 성동구 왕십리로 58 8층 806호(성수동1가, FORHU)",010-5680-8245,부동산업,컨설팅,37.5389521,127.0487909
b1cbfb79-1a9f-469a-814b-83a2b4f466fb,(주)엠에이치개발_본지점통합,황명호,법인,814-87-00939,서울특별시구 성수일로 26,04780 서울특별시 성동구 성수일로 26 2층 (성수동1가),010-5680-8245,부동산업 및 임대업,부동산 자문 및 중개업,37.5428423,127.049244
a0175ce2-e998-412e-b5ac-8f151e553242,(주)와이엠벤처스,정문위,법인,668-81-00182,서울특별시 서초구 강남대로23길 88 B1 (양재동,"06754 서울특별시 서초구 강남대로23길 88 B1 (양재동, 정문위소호하우스)",02-576-2450,금융 및 보험업,기타 금융 투자업,37.47431419999999,127.0354915
14ef0e4d-fc54-4cbb-9c77-929009bac07a,(주)와이플랜,김정관,법인,771-81-00362,인천광역시 중구 백운로186번길 97-44,22357 인천광역시 중구 백운로186번길 97-44 (운북동),010-4872-4992,부동산업,부동산중개업,37.5109287,126.5413693
afb9b689-8afa-4738-ace0-69160b62ad5f,(주)우람기획,신동한,법인,188-87-02008,경기도 화성시 금반1길 14-17,18440 경기도 화성시 금반1길 14-17 비01호 (반송동),010-9908-7480,부동산업 및 임대업,부동산매매업,37.1882965,127.069698
327c7975-7381-4d85-8016-ccc54ce87e0b,(주)우주회,강도회,법인,518-88-03132,서울특별시 서초구 강남대로18길 24-12,06779 서울특별시 서초구 강남대로18길 24-12 2층 (양재동),010-6222-7855,"전문, 과학 및 기술 서비스업",경영 컨설팅업,37.4714935,127.0400728
1591abfc-de2e-4eb4-a947-e915ff23510b,(주)윈웍스,이준규,법인,872-86-01688,경기 성남시 수정구 위례서일로 10 (창곡동,"13647 경기 성남시 수정구 위례서일로 10 903호 (창곡동,슈퍼스타타워)",010-6479-1129,도매 및 소매업,잡화,37.46544859999999,127.1370395
3f5d28a9-91dd-4fcc-945d-e1ee14ce17b3,(주)유앤디개발,박동원,법인,609-87-00716,경기도 성남시 분당구 성남대로 926(야탑동,"13506 경기도 성남시 분당구 성남대로 926 2층 202호(야탑동, 분당메트로)",010-7329-7329,부동산업,부동산컨설팅,37.4125741,127.1292728
73e9cd99-4506-4f10-8ce7-6971f75a0bd2,(주)유앤아이플래닝,현인호,법인,296-88-03208,경기도 파주시 가람로116번길 107 (와동동,"10896 경기도 파주시 가람로116번길 107 10층 1029호 (와동동, 운정한강듀클래스)",010-5391-5141,건 설 업,"도배, 실내 장식 및 내장 목공사업",37.7328597,126.7665164
c73c7bf4-a7ed-41d3-8b65-1b0f5644c22a,(주)윤달,오대석,법인,634-86-03105,경기도 성남시 분당구 판교로25번길 6-2,13467 경기도 성남시 분당구 판교로25번길 6-2 1층(운중동),010-2307-7732,음식점업,한식,37.3896741,127.0847638
513999a2-6651-4b23-9137-12b32771e350,(주)이한진의 푸른참치,인정숙,법인,312-86-78138,경기도 성남시 분당구 성남대로331번길 3-9 308(정자동,"13558 경기도 성남시 분당구 성남대로331번길 3-9 308(정자동, 백궁프라자3)",010-7270-0224,음식및숙박업,"일식음식점,참치",37.3648432,127.1076932
bc9e72af-06cc-48f0-934c-80976b125445,(주)인정,이금정,법인,343-81-01055,경기 성남시 중원구 사기막골로 99 2차 1302,"13201 경기 성남시 중원구 사기막골로 99 성남센트럴비즈타워 2차 B동 1302,1303,1304호 (상대원동)",010-2756-5805,제조업,"잡화,양말,악세사리,기타섬유제조",37.4408765,127.176722
fab1c895-5ae6-43c9-9794-d7f2df455fe9,(주)일구칠,김윤숙,법인,872-87-01972,경기도 광주시 신현로 12-204 (신현동,"12771 경기도 광주시 신현로 12-204 G동 202호 아이브하우스 (신현동, 아이브하우스)",010-9290-6529,부동산업,주거용 건물 개발 및 공급업,37.3535368,127.1484151
5c3e33f3-ba5a-41f2-bf66-1f35464b5ab1,(주)재원이엔씨,안선영,법인,723-88-01186,경기도 시흥시 하중로231번길 9,14976 경기도 시흥시 하중로231번길 9 102호 (하중동),010-8254-6782,건 설 업,"상하수도 설비공사, 유지보수공사,비굴착보수공사(전체보수,부분보수), 준설공사",37.3915682,126.8072352
e783a999-da88-4215-92fe-af1be340bd63,(주)제씨,강재식,법인,212-81-40846,서울특별시 송파구 송파대로30길 13,05711 서울특별시 송파구 송파대로30길 13 지음빌딩 지하 1층(가락동),02-402-8277,부동산업,임대,37.4948581,127.1188127
720e1a3f-dadd-440b-8be4-e19ec3b8bed7,(주)제이에이건설,이다정,법인,225-81-29094,경기도 성남시 분당구 성남대로 30 502-A22호 (구미동,"13637 경기도 성남시 분당구 성남대로 30 5층 502-A22호 (구미동, 동아그린프라자)",010-2793-2642,건 설 업,시설물 유지관리 공사업,37.3437715,127.1194183
24c5bdb6-0c51-4412-ab70-405e6b40c8f6,(주)제이제이코리아,장종태,법인,375-81-01071,서울 영등포구 당산로 240(당산동6가,"07223 서울 영등포구 당산로 240 1층(당산동6가,유상빌딩)",010-5589-8383,도매 및 소매업,"문구용품, 회화용품, 사무용품 도매업",37.5346602,126.9028802
4fbfce62-9702-4597-830e-2b1581211d5e,(주)제이홀딩스,이승진,법인,142-81-71851,경기도 용인시 수지구 상현로 5 (상현동,"16938 경기도 용인시 수지구 상현로 5 403호 (상현동, 상현프라자)",010-2407-2657,부동산업,주거용 건물 개발 및 공급업,37.3030271,127.0748666
b268278e-5541-424e-b952-86ff7beab7f4,(주)참정보통신,신태식,법인,129-81-51978,경기 성남시 분당구 성남대로926번길 10,13506 경기 성남시 분당구 성남대로926번길 10 (야탑동),031-781-6000,서비스,"통신및전기유지보수, 기술용역",37.4125707,127.1298502
7fd23a97-b037-4ca8-98d9-c45c2827adbf,(주)참좋은고깃간,송용찬,법인,622-88-01490,경기도 안산시 상록구 예술광장로 7,15288 경기도 안산시 상록구 예술광장로 7 104호 (월피동),010-5442-2271,도매 및 소매업,"식육, 정육",37.3288894,126.8449432
9f0f494f-694e-4f30-be6a-127113a8789b,(주)천경종합건설,이경자,법인,513-81-51659,경기도 화성시 봉담읍 와우안길 109,18298 경기도 화성시 봉담읍 와우안길 109 110동 210호 (화성공구유통밸리),010-3121-4377,건설업,조경공사,37.2220347,126.9738303
